#Epoch	SRC_TRAIN	TRG_TRAIN	SRC_TEST	TRG_TEST	TRG_MSE	TRG_LOSS	LBL_MSE	LBL_LOSS
0	0.572495	0.539262	0.742606	0.742606	0.031201	0.136499	0.046461
1	0.571994	0.536606	0.742020	0.742020	0.030553	0.135461	0.034160
2	0.572925	0.537692	0.742257	0.742257	0.030625	0.136231	0.043636
3	0.570430	0.540744	0.744143	0.744143	0.029941	0.133353	0.034183
4	0.567065	0.542917	0.745013	0.745013	0.029414	0.130994	0.044705
5	0.573723	0.539553	0.743484	0.743484	0.030375	0.135665	0.038292
6	0.568004	0.544190	0.745451	0.745451	0.029366	0.131187	0.051048
7	0.570553	0.543853	0.745327	0.745327	0.029597	0.132127	0.033887
8	0.571879	0.544114	0.745387	0.745387	0.029694	0.132837	0.055551
9	0.572693	0.544511	0.745533	0.745533	0.029722	0.133138	0.080765
10	0.577131	0.542801	0.744259	0.744259	0.030618	0.138182	0.058356
11	0.569030	0.547165	0.746475	0.746475	0.029073	0.129988	0.033980
12	0.568645	0.547780	0.746627	0.746627	0.028963	0.129514	0.045973
13	0.571811	0.548030	0.746619	0.746619	0.029245	0.131164	0.061357
14	0.567061	0.548946	0.746887	0.746887	0.028647	0.128162	0.044528
15	0.579249	0.548906	0.743360	0.743360	0.031080	0.140470	0.040930
16	0.572509	0.550338	0.747356	0.747356	0.029067	0.130802	0.038032
17	0.580137	0.549878	0.744261	0.744261	0.030867	0.139811	0.032514
18	0.580349	0.551510	0.744126	0.744126	0.031142	0.141642	0.042432
19	0.579949	0.549512	0.747104	0.747104	0.029951	0.136150	0.067303
20	0.570987	0.553576	0.748356	0.748356	0.028531	0.128489	0.048169
21	0.576614	0.554134	0.748582	0.748582	0.029079	0.131801	0.055637
22	0.581630	0.555487	0.745283	0.745283	0.031240	0.142695	0.038302
23	0.567824	0.553514	0.748187	0.748187	0.027937	0.125545	0.063091
24	0.579866	0.556242	0.749186	0.749186	0.029204	0.132839	0.036640
25	0.582230	0.555822	0.748939	0.748939	0.029527	0.134733	0.042935
26	0.584069	0.555449	0.748232	0.748232	0.029942	0.136952	0.070987
27	0.573929	0.559817	0.750431	0.750431	0.028065	0.127532	0.046692
28	0.578309	0.562413	0.751410	0.751410	0.028403	0.129845	0.046531
29	0.586374	0.560300	0.749565	0.749565	0.030039	0.138715	0.047058
30	0.585580	0.563528	0.751614	0.751614	0.029224	0.134897	0.052890
31	0.584821	0.566811	0.752847	0.752847	0.028793	0.133147	0.054897
32	0.585457	0.568736	0.753498	0.753498	0.028695	0.132874	0.043262
33	0.587861	0.569538	0.753684	0.753684	0.028975	0.134642	0.062717
34	0.583717	0.572523	0.754890	0.754890	0.028000	0.129711	0.038239
35	0.590217	0.571565	0.752392	0.752392	0.029931	0.139637	0.030373
36	0.590693	0.577012	0.756359	0.756359	0.028639	0.134419	0.042535
37	0.590561	0.579230	0.756992	0.756992	0.028384	0.132678	0.039103
38	0.587045	0.578533	0.757219	0.757219	0.027533	0.128436	0.045388
39	0.594064	0.582406	0.757610	0.757610	0.028724	0.135130	0.054505
40	0.595995	0.585171	0.758678	0.758678	0.028910	0.137097	0.042954
